accommodates,bathrooms,bedrooms,beds,avg_rating,number_of_reviews,calculated_host_listings_count,host_response_rate,host_is_superhost,neighbourhood_cleansed,property_type,price
6,3.5,3.0,3.0,4.910000000000001,106,32,1.0,t,Ward 54,Entire rental unit,8.602636673233706
4,2.0,2.0,3.0,4.914285714285714,185,1,1.0,t,Ward 107,Entire bungalow,8.128290171607052
2,1.0,1.0,1.0,4.925714285714285,22,1,1.0,f,Ward 62,Entire guest suite,7.696667081526462
4,2.5,2.0,2.0,5.0,4,3,1.0,t,Ward 54,Entire home,8.621012520055235
2,2.0,2.0,2.0,5.0,1,1,0.0,f,Ward 96,Private room in home,6.530877627725885
4,1.5,2.0,2.0,4.807142857142858,11,2,1.0,f,Ward 61,Earthen home,7.503289630675082
6,2.0,4.0,4.0,4.857142857142857,2,10,1.0,t,Ward 69,Entire home,8.224163512637862
4,1.0,2.0,2.0,4.742857142857143,10,4,1.0,t,Ward 84,Entire home,8.071218539969863
4,2.0,2.0,3.0,4.948571428571428,80,45,0.98,t,Ward 54,Entire rental unit,8.055475141757274
2,1.0,1.0,1.0,4.785714285714286,2,3,1.0,f,Ward 15,Private room in rental unit,7.3783837129967145
10,4.0,5.0,0.0,4.51,7,5,0.93,f,Ward 70,Entire home,7.9865049385539955
2,1.0,1.0,1.0,4.071428571428571,2,145,0.99,f,Ward 54,Entire rental unit,7.119635638017636
2,1.0,1.0,1.0,4.947142857142857,8,1,1.0,f,Ward 83,Entire guest suite,6.529418838262226
2,1.0,1.0,1.0,4.838571428571429,97,3,1.0,t,Ward 54,Entire rental unit,7.079184394609668
2,1.0,0.0,1.0,4.934285714285714,45,76,1.0,t,Ward 115,Entire rental unit,7.144407180321139
4,2.0,2.0,2.0,4.921428571428572,9,10,1.0,f,Ward 115,Entire rental unit,7.783640596221253
2,1.0,1.0,1.0,4.855714285714285,44,12,0.94,t,Ward 115,Entire rental unit,7.195187320178709
4,2.0,2.0,4.0,5.0,4,5,1.0,t,Ward 55,Entire rental unit,7.496097345175956
4,2.0,2.0,3.0,4.718571428571429,296,4,0.88,f,Ward 55,Entire rental unit,7.290292882446597
4,1.0,2.0,2.0,4.971428571428571,21,4,1.0,t,Ward 107,Entire rental unit,7.087573705557973
2,1.0,1.0,1.0,4.914285714285714,77,1,1.0,f,Ward 107,Entire guest suite,6.371611847231857
2,1.0,1.0,1.0,3.4285714285714284,1,32,0.99,f,Ward 115,Entire rental unit,7.503289630675082
4,2.0,2.0,2.0,4.982857142857142,8,3,1.0,f,Ward 23,Entire rental unit,8.35490952835879
2,1.0,1.0,1.0,4.921428571428571,41,11,1.0,t,Ward 54,Entire rental unit,7.503289630675082
6,3.0,3.0,4.0,5.0,3,10,1.0,f,Ward 23,Entire home,8.155649270366002
6,3.0,3.0,4.0,4.714285714285714,1,1,1.0,f,Ward 71,Entire home,8.517393171418904
6,2.0,3.0,4.0,4.814285714285714,20,70,0.99,t,Ward 54,Entire villa,8.898092345579153
3,1.5,2.0,2.0,5.0,1,1,1.0,f,Ward 64,Entire condo,6.731018100482083
4,1.0,2.0,2.0,4.0,2,43,1.0,f,Ward 100,Entire rental unit,7.3783837129967145
2,1.0,1.0,1.0,4.747142857142856,109,49,1.0,f,Ward 115,Entire rental unit,6.887552571664617
4,2.0,3.0,4.0,4.985714285714286,10,3,1.0,f,Ward 94,Private room in bed and breakfast,6.100318952020064
2,1.0,1.0,1.0,4.92,38,76,1.0,t,Ward 115,Entire rental unit,7.390798521735676
2,1.0,1.0,1.0,4.897142857142858,21,32,1.0,t,Ward 54,Entire rental unit,7.501082124259871
5,2.0,2.0,3.0,4.885714285714285,25,2,1.0,f,Ward 71,Entire home,7.566311014772463
16,9.5,9.0,9.0,4.957142857142856,10,38,1.0,t,Ward 62,Entire home,10.760962026517749
14,3.5,4.0,7.0,5.0,5,2,1.0,t,Ward 69,Farm stay,9.210440366976517
2,1.0,1.0,1.0,4.892857142857143,4,3,1.0,f,Ward 77,Private room in home,6.621405651764134
2,1.0,1.0,1.0,4.971428571428571,70,1,1.0,t,Ward 77,Entire rental unit,7.546446273746024
6,1.0,3.0,4.0,4.8,5,2,0.8,t,Ward 57,Entire home,7.601402334583733
4,2.0,2.0,3.0,4.551428571428571,35,30,1.0,f,Ward 115,Entire rental unit,8.177796683277778
4,2.0,2.0,2.0,5.0,10,1,1.0,f,Ward 83,Entire rental unit,7.229113877793302
2,1.0,1.0,1.0,4.2,5,1,1.0,f,Ward 54,Entire rental unit,7.3864708488298945
8,3.0,4.0,5.0,4.698571428571428,19,3,0.75,f,Ward 23,Entire home,8.30671904320269
6,3.0,3.0,4.0,4.961428571428572,11,45,0.98,t,Ward 54,Entire rental unit,9.200391041122515
4,1.0,2.0,1.0,5.0,4,13,0.97,t,Ward 73,Entire serviced apartment,7.502738210754851
2,1.0,1.0,1.0,4.362857142857143,17,2,1.0,f,Ward 115,Entire rental unit,7.154615356913663
4,2.5,2.0,2.0,4.937142857142858,9,1,1.0,t,Ward 85,Entire home,7.153833801578843
2,1.0,1.0,1.0,4.947142857142857,138,1,1.0,t,Ward 113,Entire rental unit,6.16541785423142
4,1.0,1.0,2.0,4.871428571428572,11,1,1.0,t,Ward 70,Entire home,6.752270376141742
2,1.0,1.0,1.0,4.934285714285714,13,1,1.0,t,Ward 100,Entire rental unit,6.862757913051401
3,1.0,2.0,3.0,4.952857142857143,3,2,1.0,t,Ward 86,Entire rental unit,7.1316985104669115
2,1.0,1.0,2.0,5.0,2,1,1.0,f,Ward 105,Entire rental unit,7.198183577101943
2,1.0,1.0,1.0,4.922857142857143,27,6,1.0,t,Ward 77,Entire rental unit,6.911747300251674
2,1.0,1.0,1.0,4.838571428571429,17,5,1.0,f,Ward 59,Entire condo,6.922643891475888
5,2.0,2.0,3.0,4.6657142857142855,6,33,0.96,t,Ward 74,Entire rental unit,7.511524648390866
8,3.0,3.0,5.0,3.905714285714286,3,1,1.0,f,Ward 115,Entire home,7.961370201719511
4,2.0,2.0,2.0,4.814285714285715,10,1,1.0,t,Ward 115,Entire rental unit,7.8582541821860294
2,1.0,1.0,1.0,4.964285714285714,4,2,1.0,t,Ward 64,Entire home,7.496097345175956
2,1.0,0.0,1.0,4.765714285714286,127,5,1.0,f,Ward 115,Entire rental unit,6.983789965258135
2,1.0,0.0,1.0,5.0,2,2,0.83,t,Ward 113,Entire rental unit,6.621405651764134
3,1.0,1.0,1.0,4.871428571428572,10,2,1.0,f,Ward 15,Entire rental unit,6.937314081223682
2,1.0,1.0,1.0,4.765714285714286,14,83,0.9,f,Ward 115,Entire rental unit,7.705262474866325
1,1.0,1.0,1.0,5.0,1,2,0.7,f,Ward 77,Private room in home,6.361302477572996
6,2.0,3.0,3.0,4.628571428571428,5,181,0.99,f,Ward 115,Entire rental unit,8.260751354700513
2,1.0,0.0,1.0,4.902857142857143,40,45,0.98,t,Ward 54,Entire rental unit,7.901377353792616
6,2.0,3.0,3.0,4.4399999999999995,12,6,0.9,f,Ward 107,Entire home,7.471932078245122
2,1.0,1.0,1.0,4.619999999999999,18,42,1.0,f,Ward 115,Entire rental unit,6.493753839851686
2,1.0,1.0,1.0,4.457142857142857,10,145,0.99,f,Ward 115,Entire rental unit,6.876264611890766
2,1.5,1.0,1.0,4.8185714285714285,37,1,1.0,f,Ward 77,Entire condo,6.8501261661455
4,2.0,2.0,2.0,4.951428571428571,6,181,0.99,f,Ward 54,Entire rental unit,8.35936910622267
16,7.5,8.0,13.0,4.764285714285714,60,5,1.0,t,Ward 62,Entire villa,10.308985993422082
2,0.5,1.0,2.0,4.7957142857142845,30,2,1.0,f,Ward 73,Private room in guest suite,6.3784261836515865
2,1.0,0.0,1.0,4.571428571428571,2,1,1.0,f,Ward 54,Entire rental unit,7.10085190894405
2,1.0,1.0,1.0,4.9399999999999995,54,1,1.0,f,Ward 70,Entire guest suite,6.371611847231857
2,1.0,1.0,1.0,4.928571428571429,4,2,1.0,f,Ward 15,Entire rental unit,6.752270376141742
3,1.0,1.0,2.0,5.0,1,9,1.0,f,Ward 55,Entire rental unit,7.331714969726466
2,1.0,1.0,1.0,5.0,3,4,1.0,t,Ward 77,Private room in home,6.501289670540389
2,1.0,1.0,1.0,4.975714285714285,6,1,1.0,f,Ward 115,Entire rental unit,7.83241092718792
3,1.0,1.0,1.0,4.839999999999999,102,23,1.0,t,Ward 57,Entire place,7.0431599159883405
2,1.5,1.0,1.0,4.89,111,1,1.0,f,Ward 77,Entire cottage,6.836259277277067
2,2.0,1.0,1.0,5.0,3,5,1.0,t,Ward 15,Entire serviced apartment,7.564238475170491
6,3.0,3.0,4.0,5.0,14,1,1.0,f,Ward 64,Entire cottage,8.006700845440367
2,1.0,1.0,1.0,4.928571428571429,2,2,1.0,t,Ward 23,Entire guest suite,7.170888478512505
2,1.0,0.0,1.0,4.76,110,1,1.0,t,Ward 115,Entire condo,7.046647277848756
2,1.0,1.0,1.0,4.392857142857143,4,1,0.9,f,Ward 83,Entire condo,6.331501849893691
6,3.0,3.0,3.0,4.905714285714287,3,3,1.0,f,Ward 115,Entire serviced apartment,9.105090961257085
2,1.0,1.0,1.0,4.862857142857143,36,1,1.0,t,Ward 115,Entire rental unit,6.721425700790643
4,2.0,2.0,2.0,4.575714285714286,38,1,0.8,f,Ward 83,Entire rental unit,7.488293515159428
4,1.5,1.0,3.0,4.807142857142857,8,7,1.0,f,Ward 59,Private room in rental unit,6.85751406254539
2,2.0,1.0,1.0,5.0,3,1,1.0,f,Ward 69,Entire guesthouse,7.498869733976931
4,1.0,2.0,3.0,4.557142857142858,31,3,1.0,f,Ward 83,Entire rental unit,7.3783837129967145
4,2.5,2.0,2.0,4.644285714285714,108,1,1.0,f,Ward 115,Entire rental unit,8.066521490469993
4,1.0,2.0,2.0,4.664285714285714,11,1,1.0,f,Ward 115,Entire rental unit,7.609862200913554
12,5.0,6.0,6.0,4.95,48,1,1.0,t,Ward 54,Entire villa,10.021226142760383
5,1.0,2.0,3.0,4.911428571428571,214,1,1.0,t,Ward 61,Entire loft,6.499787040655854
3,1.0,1.0,1.0,4.692857142857143,13,2,0.83,t,Ward 2,Entire guest suite,5.966146739123692
2,1.0,1.0,1.0,4.924285714285714,45,3,1.0,t,Ward 77,Private room in home,7.496097345175956
4,2.0,2.0,3.0,4.908571428571428,79,21,1.0,t,Ward 55,Entire condo,6.883462586413092
2,1.0,1.0,0.0,4.897142857142858,11,3,1.0,t,Ward 100,Entire rental unit,6.6895992691789665
8,4.5,4.0,4.0,5.0,6,20,1.0,t,Ward 54,Entire home,9.787852208937204
10,5.0,5.0,5.0,5.0,1,1,1.0,f,Ward 23,Entire home,9.476620038167528
2,1.0,1.0,1.0,4.938571428571429,95,2,1.0,t,Ward 61,Entire rental unit,6.985641817639208
2,1.0,1.0,1.0,4.797142857142857,19,4,1.0,t,Ward 84,Entire guesthouse,6.85751406254539
3,1.0,1.0,1.0,5.0,5,1,0.9,f,Ward 69,Barn,7.8636512654486515
1,1.5,1.0,2.0,4.757142857142857,226,2,1.0,t,Ward 73,Private room in home,5.736572297479192
6,2.0,3.0,3.0,4.8742857142857146,9,94,1.0,f,Ward 23,Entire rental unit,7.716460800176355
5,2.0,3.0,3.0,4.142857142857143,1,2,1.0,f,Ward 64,Entire home,7.75833346749091
2,1.0,1.0,1.0,4.885714285714285,5,53,1.0,t,Ward 115,Entire condo,7.217443431696533
4,2.0,2.0,2.0,4.667142857142857,3,7,0.91,f,Ward 54,Room in hotel,8.050065422915965
2,1.0,1.0,1.0,4.8585714285714285,40,3,0.9,t,Ward 64,Entire guest suite,6.472346294500901
2,1.0,1.0,1.0,4.9799999999999995,7,1,1.0,f,Ward 64,Entire rental unit,7.222566018822171
4,2.0,2.0,2.0,4.142857142857143,1,1,0.93,f,Ward 54,Entire rental unit,6.9650803456014065
8,3.5,4.0,5.0,4.885714285714286,5,2,1.0,t,Ward 73,Entire villa,9.105090961257085
2,1.0,1.0,1.0,4.978571428571428,88,2,1.0,t,Ward 62,Entire guesthouse,7.496097345175956
3,1.0,1.0,1.0,4.914285714285714,61,1,1.0,t,Ward 61,Entire guest suite,6.670766320845874
2,1.0,1.0,1.0,4.971428571428571,44,5,0.67,f,Ward 54,Entire rental unit,8.524367395164237
2,1.0,1.0,1.0,4.987142857142857,22,1,1.0,t,Ward 59,Entire condo,6.799055862058796
1,2.0,1.0,1.0,4.808571428571428,3,4,1.0,f,Ward 57,Private room in home,6.2422232654551655
4,2.0,2.0,2.0,4.8,10,17,1.0,t,Ward 77,Entire home,8.160803920954665
2,1.0,1.0,1.0,4.784285714285715,12,3,1.0,t,Ward 64,Entire guest suite,6.898714534329988
2,1.5,1.0,1.0,5.0,1,20,1.0,t,Ward 54,Entire rental unit,8.686260632531775
2,1.0,0.0,1.0,4.432857142857142,8,49,0.98,t,Ward 54,Entire rental unit,7.6577552711348655
2,1.0,1.0,1.0,4.812857142857142,134,60,1.0,t,Ward 115,Entire rental unit,7.16703787691222
6,2.0,3.0,2.0,5.0,2,1,1.0,f,Ward 84,Entire home,8.294299608857235
2,1.0,1.0,1.0,4.667142857142857,18,35,0.98,f,Ward 115,Entire rental unit,8.009363076630045
12,6.0,6.0,7.0,4.9,49,11,1.0,t,Ward 54,Entire home,10.275085591132715
3,1.0,1.0,2.0,5.0,3,1,1.0,f,Ward 54,Entire rental unit,7.796057974316123
2,1.0,1.0,1.0,5.0,3,13,1.0,f,Ward 77,Entire rental unit,7.804251383528112
2,1.0,1.0,1.0,4.908571428571428,52,29,1.0,t,Ward 54,Entire condo,7.3783837129967145
2,1.0,1.0,1.0,4.942857142857143,72,1,0.75,f,Ward 73,Entire loft,7.1316985104669115
2,1.0,1.0,1.0,4.918571428571428,22,1,1.0,t,Ward 61,Entire rental unit,6.698268054115413
6,3.0,3.0,3.0,4.76,327,37,1.0,f,Ward 115,Entire rental unit,8.134467570277563
2,1.0,1.0,1.0,4.965714285714286,12,101,1.0,f,Ward 57,Entire rental unit,7.2813856635702825
4,2.0,2.0,2.0,4.8428571428571425,29,4,1.0,f,Ward 115,Entire serviced apartment,8.086717920303906
2,1.0,1.0,2.0,4.934285714285714,32,5,1.0,t,Ward 112,Entire rental unit,7.208600337960199
2,1.0,1.0,1.0,4.880000000000001,34,29,1.0,t,Ward 54,Entire rental unit,7.3783837129967145
4,2.5,2.0,2.0,4.92,14,2,1.0,t,Ward 62,Entire cottage,8.137688184977605
2,1.0,1.0,1.0,4.931428571428571,25,4,1.0,f,Ward 60,Entire home,6.621405651764134
6,3.0,3.0,3.0,4.742857142857143,113,35,0.99,f,Ward 115,Entire rental unit,7.763446388727362
4,1.0,2.0,3.0,4.872857142857143,149,1,1.0,t,Ward 100,Entire cottage,6.790097235513905
4,1.0,2.0,2.0,4.8185714285714285,155,1,1.0,f,Ward 77,Entire condo,7.243512974665482
2,1.0,1.0,1.0,4.8100000000000005,6,2,0.9,f,Ward 58,Private room in rental unit,6.818924065275521
6,4.5,4.0,5.0,4.952857142857143,3,1,1.0,f,Ward 59,Entire home,8.720134035412928
2,1.0,1.0,1.0,4.597142857142857,22,12,1.0,f,Ward 55,Entire rental unit,7.313886831633462
6,2.5,3.0,3.0,4.714285714285714,1,3,1.0,f,Ward 4,Entire home,7.303843225277705
5,2.0,2.0,3.0,4.7457142857142856,32,1,0.9,f,Ward 83,Entire home,7.244941546337007
2,1.0,0.0,1.0,4.45,21,1,1.0,f,Ward 54,Entire rental unit,7.15305163493748
4,2.0,2.0,3.0,4.685714285714285,31,14,1.0,t,Ward 107,Entire vacation home,7.450660796211539
4,1.0,2.0,1.0,4.857142857142857,1,1,1.0,f,Ward 115,Entire rental unit,7.850103545175582
8,5.0,4.0,4.0,5.0,1,3,0.9,t,Ward 74,Entire home,9.680406499268875
8,4.0,4.0,4.0,4.904285714285714,36,71,1.0,t,Ward 115,Entire home,9.023287640806327
4,2.0,2.0,3.0,4.8100000000000005,12,38,1.0,t,Ward 64,Entire rental unit,7.898411092811599
6,2.0,3.0,4.0,4.872857142857143,18,1,1.0,f,Ward 69,Entire home,8.268988209506656
4,1.0,2.0,2.0,4.285714285714286,13,1,1.0,f,Ward 115,Entire rental unit,6.827629234502852
2,1.0,1.0,1.0,4.752857142857143,403,2,1.0,f,Ward 61,Entire bungalow,7.0909098220799835
10,4.5,5.0,6.0,4.821428571428571,4,1,0.89,f,Ward 54,Entire home,9.527338498762017
4,2.0,2.0,3.0,4.928571428571429,2,42,1.0,f,Ward 115,Entire rental unit,9.007489523929735
2,1.0,1.0,1.0,4.478571428571429,28,108,0.97,f,Ward 115,Entire home,7.3758821482150125
2,1.0,1.0,1.0,4.87,79,4,1.0,t,Ward 77,Entire rental unit,7.1891677384203225
2,1.0,0.0,1.0,4.747142857142856,149,23,1.0,t,Ward 57,Entire condo,7.3783837129967145
4,2.0,2.0,2.0,4.928571428571429,2,2,1.0,t,Ward 112,Entire rental unit,7.284134806195205
2,1.0,1.0,3.0,4.9142857142857155,51,1,1.0,f,Ward 64,Entire rental unit,7.244941546337007
6,2.0,3.0,4.0,4.944285714285714,68,1,1.0,t,Ward 84,Entire home,7.438971592395862
2,1.0,1.0,1.0,4.714285714285714,6,5,1.0,f,Ward 55,Entire rental unit,7.080867896690782
2,1.0,1.0,1.0,4.964285714285714,4,1,1.0,f,Ward 115,Entire rental unit,7.850103545175582
2,1.0,1.0,1.0,4.894285714285714,23,2,1.0,t,Ward 58,Entire guest suite,6.952728644624869
5,2.0,3.0,8.0,4.892857142857143,45,1,1.0,t,Ward 61,Entire home,8.476579508530941
4,1.0,1.0,1.0,4.9399999999999995,7,3,1.0,f,Ward 74,Entire home,7.591357046698551
10,5.0,5.0,8.0,4.838571428571428,33,70,0.99,t,Ward 54,Entire villa,9.639131305387844
2,1.0,1.0,1.0,5.0,1,1,1.0,f,Ward 115,Entire rental unit,7.244941546337007
8,3.5,4.0,5.0,4.952857142857143,15,1,1.0,t,Ward 23,Entire home,8.873047798971067
4,2.0,2.0,3.0,4.214285714285714,4,10,0.8,f,Ward 55,Entire rental unit,7.9420068084898565
2,1.0,1.0,1.0,4.825714285714285,138,19,0.98,t,Ward 77,Entire rental unit,6.635946555686647
4,1.0,2.0,2.0,4.768571428571429,34,26,1.0,f,Ward 58,Entire home,6.976348070447749
2,1.0,0.0,1.0,4.961428571428572,406,2,1.0,t,Ward 107,Entire guest suite,6.459904454377535
2,1.0,1.0,1.0,4.831428571428572,32,1,1.0,t,Ward 115,Private room in home,6.587550014824796
3,1.0,1.0,2.0,4.914285714285714,23,9,1.0,t,Ward 23,Entire rental unit,7.147559271189454
6,2.0,3.0,3.0,4.968571428571429,9,18,1.0,t,Ward 107,Entire rental unit,7.568379267836522
4,1.0,2.0,2.0,4.902857142857143,6,1,0.93,f,Ward 70,Entire rental unit,6.985641817639208
4,2.0,2.0,2.0,4.892857142857143,20,2,1.0,t,Ward 57,Entire condo,7.741099090035366
6,3.0,3.0,3.0,5.0,6,2,1.0,t,Ward 62,Entire home,8.824824939175638
4,1.0,2.0,2.0,4.855714285714286,6,49,0.97,f,Ward 115,Entire rental unit,7.73718007783463
2,1.0,0.0,1.0,5.0,7,1,1.0,t,Ward 115,Entire condo,7.244941546337007
11,2.0,5.0,7.0,4.875714285714286,16,2,1.0,f,Ward 23,Entire home,8.263332667439967
6,1.5,3.0,3.0,4.4,5,9,1.0,f,Ward 115,Entire rental unit,8.006700845440367
2,1.0,1.0,1.0,4.474285714285714,3,13,0.95,f,Ward 115,Entire rental unit,7.502738210754851
2,1.0,0.0,2.0,4.6657142857142855,39,1,1.0,f,Ward 55,Entire rental unit,7.063903961472068
6,1.5,3.0,2.0,4.914285714285714,15,2,0.9,f,Ward 74,Entire rental unit,8.287025025165063
10,5.5,5.0,5.0,4.952857142857143,3,19,1.0,t,Ward 71,Entire home,9.105090961257085
2,1.0,1.0,1.0,4.928571428571429,4,1,1.0,f,Ward 77,Entire home,7.470793774195062
2,1.0,0.0,1.0,4.978571428571429,85,2,1.0,t,Ward 62,Tiny home,7.046647277848756
2,1.0,1.0,1.0,4.768571428571429,11,145,0.99,f,Ward 54,Entire rental unit,7.382124365737512
4,3.5,2.0,2.0,4.798571428571429,218,76,1.0,t,Ward 115,Entire rental unit,7.409136443920128
2,1.0,1.0,2.0,4.667142857142857,12,6,1.0,t,Ward 59,Entire rental unit,7.270312886079025
8,4.0,4.0,4.0,4.861428571428571,27,3,1.0,t,Ward 53,Entire home,7.901377353792616
1,1.0,1.0,1.0,4.590000000000001,46,1,1.0,f,Ward 58,Private room in guesthouse,5.8916442118257715
6,2.0,3.0,5.0,4.834285714285714,80,1,1.0,t,Ward 61,Entire bungalow,7.814399633804487
4,2.0,2.0,2.0,4.811428571428571,3,1,0.0,f,Ward 112,Entire rental unit,7.313886831633462
2,1.0,0.0,1.0,4.727142857142857,14,10,1.0,f,Ward 115,Entire rental unit,6.693323668269949
6,2.0,3.0,5.0,4.714285714285714,10,4,1.0,t,Ward 11,Entire townhouse,6.621405651764134
2,5.0,1.0,2.0,2.857142857142857,1,3,1.0,f,Ward 15,Private room in home,6.318968113746434
2,1.0,1.0,1.0,5.0,1,3,1.0,f,Ward 15,Entire guest suite,5.707110264748875
2,1.0,1.0,1.0,4.857142857142857,3,38,0.98,t,Ward 23,Entire rental unit,7.890582534656536
7,3.5,4.0,4.0,4.428571428571429,3,1,1.0,f,Ward 107,Entire home,8.412054873292933
2,1.0,1.0,1.0,4.675714285714286,44,1,1.0,f,Ward 115,Entire rental unit,6.898714534329988
2,1.0,1.0,1.0,4.79,49,1,1.0,t,Ward 64,Private room in home,6.1224928095143865
2,1.5,1.0,1.0,5.0,3,36,0.67,f,Ward 23,Entire rental unit,7.427144133408616
2,1.0,1.0,1.0,4.721428571428572,20,1,1.0,f,Ward 64,Entire guest suite,6.826545223556594
2,1.0,1.0,1.0,4.881428571428572,6,1,1.0,f,Ward 115,Entire condo,7.467942332285852
1,1.0,1.0,1.0,4.958571428571429,7,2,1.0,t,Ward 57,Private room in home,6.398594934535208
8,3.5,4.0,5.0,5.0,1,18,1.0,f,Ward 54,Entire home,9.009691898489343
4,1.0,2.0,3.0,4.799999999999999,5,1,1.0,f,Ward 83,Entire rental unit,7.065613363597717
1,1.5,1.0,1.0,4.840000000000001,17,4,1.0,t,Ward 54,Private room in home,6.293419278846481
4,2.0,2.0,2.0,4.987142857142857,11,5,1.0,t,Ward 59,Entire guest suite,7.0909098220799835
2,1.0,1.0,1.0,4.974285714285714,11,51,1.0,t,Ward 115,Entire rental unit,6.88653164253051
2,1.0,1.0,2.0,4.381428571428572,6,1,1.0,f,Ward 107,Entire rental unit,6.57507584059962
4,1.0,1.0,3.0,4.9471428571428575,95,1,1.0,t,Ward 74,Entire rental unit,6.423246963533519
2,1.0,1.0,1.0,4.8757142857142854,152,2,1.0,t,Ward 77,Private room in rental unit,6.255750041753367
6,3.5,3.0,4.0,4.987142857142857,31,1,1.0,t,Ward 61,Entire villa,8.663369301573839
2,1.5,1.0,2.0,4.965714285714285,8,1,1.0,f,Ward 115,Entire rental unit,7.666221925662725
6,2.0,3.0,4.0,4.5928571428571425,20,94,1.0,f,Ward 23,Entire rental unit,8.170751423757535
2,1.0,1.0,2.0,4.924285714285715,42,1,1.0,t,Ward 58,Entire rental unit,6.68586094706836
2,1.0,1.0,1.0,4.775714285714286,7,1,1.0,f,Ward 107,Private room in rental unit,6.6052979209482015
2,1.0,1.0,1.0,4.909999999999999,14,2,1.0,t,Ward 4,Entire rental unit,6.922643891475888
4,2.0,2.0,3.0,4.965714285714285,8,1,0.9,f,Ward 54,Entire rental unit,7.972810784121404
2,1.5,1.0,1.0,4.848571428571428,226,3,0.89,t,Ward 71,Private room in rental unit,6.898714534329988
4,2.5,2.0,3.0,4.660000000000001,29,30,1.0,f,Ward 115,Entire serviced apartment,8.145259566516865
2,1.5,1.0,1.0,4.835714285714286,42,8,1.0,f,Ward 57,Private room in home,6.259581464064923
2,1.0,1.0,1.0,4.927142857142856,6,4,1.0,t,Ward 54,Private room in bed and breakfast,7.720461694599722
4,2.5,2.0,2.0,4.968571428571429,172,8,1.0,t,Ward 115,Entire home,8.160803920954665
2,1.0,1.0,1.0,4.5,36,49,1.0,f,Ward 57,Entire rental unit,6.472346294500901
6,2.0,3.0,3.0,4.964285714285714,4,3,1.0,f,Ward 23,Entire home,7.719129840906732
2,1.0,1.0,1.0,4.805714285714286,8,1,1.0,t,Ward 115,Entire rental unit,7.3395376954076745
2,1.0,1.0,1.0,4.948571428571428,8,2,1.0,f,Ward 62,Private room in home,7.244941546337007
2,1.0,1.0,1.0,4.708571428571429,105,5,0.98,f,Ward 10,Private room in guesthouse,5.993961427306569
6,2.0,3.0,3.0,4.811428571428571,77,1,1.0,t,Ward 4,Entire villa,8.263848131368906
4,2.0,2.0,2.0,5.0,2,12,1.0,f,Ward 54,Entire rental unit,7.601402334583733
4,1.5,1.0,3.0,1.0,1,13,1.0,f,Ward 2,Private room in guesthouse,6.90875477931522
2,1.0,0.0,0.0,5.0,7,1,1.0,t,Ward 54,Entire rental unit,7.313886831633462
2,1.0,1.0,1.0,4.9,23,53,1.0,t,Ward 54,Entire rental unit,7.520776415062797
4,2.0,2.0,2.0,5.0,1,1,0.1,f,Ward 115,Entire rental unit,7.208600337960199
3,1.0,2.0,2.0,4.904285714285714,3,3,1.0,t,Ward 62,Entire guesthouse,7.026426808699636
4,1.0,2.0,4.0,4.828571428571428,209,1,0.92,t,Ward 115,Entire townhouse,7.486613313139955
2,5.0,1.0,1.0,4.9485714285714275,73,1,1.0,t,Ward 59,Private room in home,6.55250788703459
2,1.0,1.0,1.0,4.782857142857142,27,18,1.0,t,Ward 77,Entire rental unit,6.704414354964107
4,2.0,2.0,2.0,4.855714285714286,15,1,1.0,t,Ward 55,Entire rental unit,7.312553498102598
3,1.0,2.0,2.0,4.377142857142858,107,5,1.0,f,Ward 64,Entire home,6.709304340258298
2,1.0,0.0,1.0,5.0,1,1,1.0,f,Ward 74,Entire rental unit,6.570882962339584
2,1.0,1.0,2.0,5.0,4,3,1.0,f,Ward 115,Entire rental unit,6.628041376179533
4,1.5,2.0,2.0,4.918571428571428,73,1,1.0,f,Ward 61,Entire home,7.306531398939505
2,1.0,1.0,1.0,5.0,8,2,1.0,f,Ward 54,Entire rental unit,7.8636512654486515
2,1.0,1.0,1.0,4.909999999999999,194,1,1.0,t,Ward 74,Private room in guest suite,6.621405651764134
2,1.0,0.0,1.0,4.7299999999999995,11,5,1.0,f,Ward 54,Entire rental unit,7.266827347520591
4,1.0,2.0,2.0,4.89,56,3,1.0,t,Ward 21,Entire rental unit,6.70196036600254
2,1.0,1.0,1.0,4.768571428571429,71,2,1.0,t,Ward 58,Entire guesthouse,6.478509642208569
4,1.0,2.0,3.0,4.881428571428572,12,2,1.0,f,Ward 69,Entire cottage,7.715569534520208
2,1.0,1.0,2.0,4.747142857142857,9,2,1.0,f,Ward 61,Entire cabin,6.88653164253051
2,1.0,0.0,1.0,4.82,113,71,1.0,t,Ward 115,Entire guest suite,7.074116816197362
2,1.0,1.0,1.0,4.981428571428571,62,1,1.0,t,Ward 59,Entire guest suite,7.124478262493424
6,2.0,3.0,4.0,4.762857142857143,3,38,1.0,t,Ward 64,Entire rental unit,7.4073177104694174
2,1.0,1.0,1.0,4.885714285714285,5,20,1.0,t,Ward 54,Entire rental unit,8.006700845440367
4,2.0,2.0,2.0,4.888571428571429,49,70,1.0,t,Ward 54,Entire home,8.561401446080557
2,1.0,0.0,2.0,4.981428571428571,88,2,1.0,t,Ward 77,Entire guesthouse,7.613818684808629
2,1.0,1.0,1.0,4.214285714285714,2,3,1.0,t,Ward 23,Private room in villa,6.90875477931522
