accommodates,bathrooms,bedrooms,beds,avg_rating,calculated_host_listings_count,host_response_rate,avg_price,minimum_nights,availability_rate,days_since_last_review,number_of_reviews,host_is_superhost,neighbourhood_cleansed,property_type,occupancy
6,2.0,3.0,4.0,4.5,11,1.0,3209.0,2,0.7232876712328767,16.0,10,f,Ward 55,Entire rental unit,24
2,1.0,1.0,1.0,4.948571428571428,3,1.0,600.0,2,0.8849315068493151,5.0,88,t,Ward 21,Private room in guest suite,54
4,1.0,2.0,2.0,4.8100000000000005,49,0.98,3850.0,2,0.8054794520547945,470.0,6,t,Ward 54,Entire rental unit,0
2,1.0,1.0,1.0,4.957142857142857,1,1.0,650.0,2,1.0,22.0,16,t,Ward 107,Private room in home,60
4,2.0,2.0,2.0,4.821428571428571,1,1.0,1500.0,3,0.3780821917808219,20.0,74,f,Ward 115,Entire rental unit,198
4,2.0,2.0,3.0,4.247142857142857,49,1.0,1500.0,5,0.4191780821917808,76.0,11,f,Ward 23,Entire rental unit,20
2,1.0,0.0,1.0,4.911428571428572,5,1.0,3200.0,1,0.989041095890411,1110.0,15,f,Ward 115,Entire guesthouse,0
10,4.0,4.0,8.0,4.967142857142858,1,1.0,4500.0,4,0.1589041095890411,7.0,141,t,Ward 59,Entire home,144
6,2.0,3.0,4.0,4.952857142857143,5,1.0,108.0,2,0.8273972602739726,612.0,3,f,Ward 83,Entire condo,0
4,2.0,2.0,2.0,4.0,22,1.0,2500.0,30,0.9013698630136986,47.0,1,t,Ward 54,Entire rental unit,60
4,2.0,2.0,2.0,4.305714285714286,71,1.0,4500.0,2,0.18904109589041096,12.0,7,t,Ward 77,Entire rental unit,42
2,0.5,0.0,1.0,4.864285714285714,1,1.0,655.0,1,0.6821917808219178,49.0,24,t,Ward 105,Entire home,144
2,1.0,1.0,1.0,4.8185714285714285,4,1.0,800.0,2,0.9671232876712329,29.0,22,t,Ward 64,Entire rental unit,48
3,1.0,1.0,4.0,4.8585714285714285,1,1.0,1900.0,1,0.9780821917808219,0.0,9,f,Ward 115,Entire rental unit,54
2,1.5,1.0,2.0,5.0,8,1.0,1679.0,1,0.7287671232876712,443.0,4,f,Ward 115,Room in boutique hotel,0
2,1.0,1.0,1.0,4.107142857142857,1,1.0,1000.0,1,0.7178082191780822,150.0,4,f,Ward 115,Entire rental unit,24
4,1.0,2.0,3.0,4.772857142857143,1,1.0,1990.0,4,0.3863013698630137,5.0,17,t,Ward 57,Entire home,72
4,2.0,2.0,2.0,4.848571428571428,19,0.98,2500.0,2,0.410958904109589,13.0,74,t,Ward 54,Entire rental unit,132
2,1.0,1.0,1.0,4.895714285714286,23,1.0,1395.0,1,0.6767123287671233,5.0,441,t,Ward 115,Entire serviced apartment,162
8,6.5,5.0,6.0,5.0,1,1.0,16000.0,2,0.6383561643835617,143.0,2,f,Ward 62,Entire villa,12
2,1.0,1.0,1.0,4.5371428571428565,42,1.0,1023.0,1,0.7397260273972602,18.0,12,f,Ward 115,Entire rental unit,72
6,2.0,3.0,5.0,4.948571428571428,1,1.0,3299.0,2,0.4383561643835616,244.0,16,f,Ward 61,Entire home,6
2,1.0,1.0,1.0,4.982857142857142,1,1.0,900.0,1,0.3013698630136986,28.0,8,f,Ward 109,Entire rental unit,30
4,2.0,2.0,2.0,4.7614285714285725,181,0.99,5000.0,3,0.8958904109589041,17.0,18,f,Ward 54,Entire rental unit,66
4,2.0,2.0,2.0,4.694285714285714,15,0.97,3450.0,2,0.9671232876712329,33.0,90,f,Ward 115,Entire rental unit,60
4,2.0,2.0,2.0,4.968571428571429,2,1.0,1490.0,2,0.821917808219178,16.0,184,t,Ward 54,Entire rental unit,255
1,1.0,1.0,2.0,4.952857142857143,2,1.0,350.0,3,0.4191780821917808,338.0,6,f,Ward 60,Private room in home,6
10,4.5,5.0,5.0,5.0,6,1.0,6900.0,2,0.5863013698630137,136.0,7,t,Ward 15,Entire villa,6
2,1.0,1.0,1.0,4.142857142857143,2,0.88,650.0,1,0.9753424657534246,67.0,1,f,Ward 59,Private room in rental unit,6
4,1.0,2.0,3.0,4.5842857142857145,1,1.0,3100.0,2,0.936986301369863,32.0,73,f,Ward 54,Entire rental unit,42
4,2.0,2.0,3.0,4.765714285714286,12,1.0,990.0,1,0.8465753424657534,25.0,283,f,Ward 115,Entire rental unit,222
4,2.0,2.0,2.0,4.9799999999999995,18,0.97,7800.0,3,0.8657534246575342,13.0,7,t,Ward 115,Entire rental unit,42
2,1.0,1.0,1.0,4.771428571428571,3,1.0,1200.0,1,0.6082191780821918,114.0,8,t,Ward 64,Entire rental unit,24
4,1.5,2.0,2.0,4.8428571428571425,2,1.0,1650.0,2,0.9643835616438357,7.0,9,f,Ward 77,Entire rental unit,24
4,1.0,2.0,2.0,3.9657142857142853,2,1.0,2300.0,2,0.9726027397260274,52.0,8,f,Ward 115,Entire rental unit,42
6,2.0,3.0,4.0,4.357142857142857,1,1.0,4650.0,2,0.04657534246575343,38.0,2,f,Ward 115,Entire home,12
4,1.0,2.0,2.0,5.0,30,1.0,1890.0,2,0.6109589041095891,9.0,2,t,Ward 115,Entire rental unit,12
4,1.0,2.0,2.0,4.598571428571428,3,1.0,1900.0,4,0.9123287671232877,239.0,66,f,Ward 74,Entire rental unit,24
3,1.0,2.0,2.0,4.965714285714285,3,1.0,57.0,5,0.9643835616438357,18.0,8,t,Ward 61,Entire rental unit,40
6,2.5,3.0,0.0,5.0,2,1.0,5750.0,6,0.9972602739726028,436.0,1,f,Ward 59,Entire home,0
2,1.0,0.0,1.0,4.945714285714286,2,1.0,850.0,2,0.3561643835616438,19.0,79,t,Ward 115,Private room in home,126
2,1.0,1.0,1.0,4.594285714285713,7,1.0,1500.0,2,0.9835616438356164,18.0,6,t,Ward 54,Entire rental unit,12
2,1.0,1.0,1.0,4.952857142857143,30,1.0,2500.0,2,0.9917808219178083,54.0,3,f,Ward 115,Entire rental unit,6
4,2.0,2.0,3.0,4.871428571428572,21,1.0,950.0,3,0.6575342465753424,16.0,141,t,Ward 55,Entire condo,174
8,2.5,4.0,4.0,4.948571428571428,1,1.0,6500.0,6,0.8602739726027397,9.0,8,f,Ward 55,Entire home,96
2,1.0,1.0,1.0,4.921428571428572,4,1.0,4000.0,2,0.9232876712328767,50.0,16,t,Ward 115,Entire rental unit,66
2,1.0,1.0,1.0,4.920000000000001,1,1.0,500.0,1,0.6794520547945205,25.0,50,t,Ward 59,Private room in rental unit,132
7,3.5,3.0,3.0,4.841428571428572,1,1.0,2200.0,2,0.8465753424657534,8.0,160,t,Ward 74,Entire home,78
2,1.0,1.0,3.0,4.922857142857142,1,1.0,1000.0,4,0.9780821917808219,20.0,43,t,Ward 84,Entire guest suite,64
2,1.0,1.0,1.0,4.737142857142857,1,0.8,1200.0,1,0.6684931506849315,47.0,6,f,Ward 55,Entire rental unit,36
2,1.0,1.0,1.0,4.882857142857143,9,0.9,2580.0,3,0.9205479452054794,17.0,31,t,Ward 74,Private room in home,84
6,3.5,3.0,3.0,4.828571428571428,3,0.7,10000.0,3,0.5945205479452055,28.0,21,f,Ward 54,Entire serviced apartment,18
3,1.5,1.0,2.0,4.961428571428572,2,1.0,2602.0,2,0.8684931506849315,35.0,15,f,Ward 100,Entire home,54
2,1.5,1.0,1.0,4.789999999999999,1,1.0,795.0,2,0.11506849315068493,40.0,8,f,Ward 115,Entire condo,12
6,3.5,3.0,3.0,4.910000000000001,32,1.0,7000.0,2,0.6575342465753424,76.0,106,t,Ward 54,Entire rental unit,162
4,2.0,2.0,3.0,4.914285714285714,1,1.0,150.0,4,0.4849315068493151,73.0,185,t,Ward 107,Entire bungalow,136
2,1.0,1.0,1.0,4.925714285714285,1,1.0,1900.0,2,0.5835616438356165,11.0,22,f,Ward 62,Entire guest suite,48
4,2.5,2.0,2.0,5.0,3,1.0,275.0,7,0.6438356164383562,82.0,4,t,Ward 54,Entire home,56
2,2.0,2.0,2.0,5.0,1,0.0,600.0,1,1.0,2527.0,1,f,Ward 96,Private room in home,0
4,1.5,2.0,2.0,4.807142857142858,2,1.0,2500.0,1,0.1780821917808219,7.0,11,f,Ward 61,Earthen home,66
6,2.0,4.0,4.0,4.857142857142857,10,1.0,4025.0,2,0.8164383561643835,20.0,2,t,Ward 69,Entire home,12
4,1.0,2.0,2.0,4.742857142857143,4,1.0,4800.0,2,0.6547945205479452,4.0,10,t,Ward 84,Entire home,24
4,2.0,2.0,3.0,4.948571428571428,45,0.98,6500.0,3,0.873972602739726,7.0,80,t,Ward 54,Entire rental unit,78
2,1.0,1.0,1.0,4.785714285714286,3,1.0,1500.0,2,0.663013698630137,3708.0,2,f,Ward 15,Private room in rental unit,0
10,4.0,5.0,0.0,4.51,5,0.93,3000.0,2,0.989041095890411,87.0,7,f,Ward 70,Entire home,42
2,1.0,1.0,1.0,4.071428571428571,145,0.99,1428.0,1,0.9260273972602739,84.0,2,f,Ward 54,Entire rental unit,6
2,1.0,1.0,1.0,4.947142857142857,1,1.0,720.0,2,0.947945205479452,30.0,8,f,Ward 83,Entire guest suite,6
2,1.0,1.0,1.0,4.838571428571429,3,1.0,60.0,2,0.41643835616438357,84.0,97,t,Ward 54,Entire rental unit,12
2,1.0,0.0,1.0,4.934285714285714,76,1.0,1350.0,1,0.4575342465753425,4.0,45,t,Ward 115,Entire rental unit,126
4,2.0,2.0,2.0,4.921428571428572,10,1.0,2800.0,2,0.9232876712328767,27.0,9,f,Ward 115,Entire rental unit,54
2,1.0,1.0,1.0,4.855714285714285,12,0.94,1390.0,1,0.4273972602739726,17.0,44,t,Ward 115,Entire rental unit,192
4,2.0,2.0,4.0,5.0,5,1.0,1800.0,2,0.12876712328767123,1854.0,4,t,Ward 55,Entire rental unit,0
4,2.0,2.0,3.0,4.718571428571429,4,0.88,1153.0,1,0.3506849315068493,19.0,296,f,Ward 55,Entire rental unit,255
4,1.0,2.0,2.0,4.971428571428571,4,1.0,1300.0,2,0.136986301369863,8.0,21,t,Ward 107,Entire rental unit,126
2,1.0,1.0,1.0,4.914285714285714,1,1.0,495.0,3,0.4520547945205479,71.0,77,f,Ward 107,Entire guest suite,12
2,1.0,1.0,1.0,3.4285714285714284,32,0.99,1813.0,3,0.7205479452054795,73.0,1,f,Ward 115,Entire rental unit,6
4,2.0,2.0,2.0,4.982857142857142,3,1.0,2000.0,2,0.958904109589041,798.0,8,f,Ward 23,Entire rental unit,0
2,1.0,1.0,1.0,4.921428571428571,11,1.0,1500.0,2,0.9506849315068493,76.0,41,t,Ward 54,Entire rental unit,18
6,3.0,3.0,4.0,5.0,10,1.0,5605.0,3,0.07945205479452055,31.0,3,f,Ward 23,Entire home,18
6,3.0,3.0,4.0,4.714285714285714,1,1.0,5000.0,10,0.14520547945205478,73.0,1,f,Ward 71,Entire home,20
6,2.0,3.0,4.0,4.814285714285714,70,0.99,10200.0,1,0.8684931506849315,8.0,20,t,Ward 54,Entire villa,36
3,1.5,2.0,2.0,5.0,1,1.0,900.0,90,0.5534246575342465,439.0,1,f,Ward 64,Entire condo,0
4,1.0,2.0,2.0,4.0,43,1.0,1850.0,1,0.7945205479452054,387.0,2,f,Ward 100,Entire rental unit,0
2,1.0,1.0,1.0,4.747142857142856,49,1.0,2070.0,2,0.9397260273972603,14.0,109,f,Ward 115,Entire rental unit,222
4,2.0,3.0,4.0,4.985714285714286,3,1.0,400.0,1,1.0,434.0,10,f,Ward 94,Private room in bed and breakfast,0
2,1.0,1.0,1.0,4.92,76,1.0,1750.0,1,0.4876712328767123,9.0,38,t,Ward 115,Entire rental unit,228
2,1.0,1.0,1.0,4.897142857142858,32,1.0,2000.0,2,0.9287671232876712,1.0,21,t,Ward 54,Entire rental unit,108
5,2.0,2.0,3.0,4.885714285714285,2,1.0,1800.0,5,0.6575342465753424,27.0,25,f,Ward 71,Entire home,40
16,9.5,9.0,9.0,4.957142857142856,38,1.0,35000.0,2,0.6356164383561644,392.0,10,t,Ward 62,Entire home,0
14,3.5,4.0,7.0,5.0,2,1.0,12000.0,10,0.8547945205479452,79.0,5,t,Ward 69,Farm stay,20
2,1.0,1.0,1.0,4.892857142857143,3,1.0,900.0,2,0.8849315068493151,52.0,4,f,Ward 77,Private room in home,24
2,1.0,1.0,1.0,4.971428571428571,1,1.0,100.0,3,0.947945205479452,35.0,70,t,Ward 77,Entire rental unit,42
6,1.0,3.0,4.0,4.8,2,0.8,1850.0,4,0.4054794520547945,76.0,5,t,Ward 57,Entire home,32
4,2.0,2.0,3.0,4.551428571428571,30,1.0,3450.0,2,0.9315068493150684,25.0,35,f,Ward 115,Entire rental unit,24
4,2.0,2.0,2.0,5.0,1,1.0,1500.0,3,0.4438356164383562,16.0,10,f,Ward 83,Entire rental unit,60
2,1.0,1.0,1.0,4.2,1,1.0,1900.0,2,0.9671232876712329,66.0,5,f,Ward 54,Entire rental unit,30
8,3.0,4.0,5.0,4.698571428571428,3,0.75,4500.0,5,0.09041095890410959,25.0,19,f,Ward 23,Entire home,20
6,3.0,3.0,4.0,4.961428571428572,45,0.98,19000.0,3,0.852054794520548,38.0,11,t,Ward 54,Entire rental unit,66
4,1.0,2.0,1.0,5.0,13,0.97,1739.0,1,0.9726027397260274,10.0,4,t,Ward 73,Entire serviced apartment,24
2,1.0,1.0,1.0,4.362857142857143,2,1.0,1450.0,2,0.8191780821917808,501.0,17,f,Ward 115,Entire rental unit,0
4,2.5,2.0,2.0,4.937142857142858,1,1.0,1500.0,1,0.0547945205479452,10.0,9,t,Ward 85,Entire home,54
2,1.0,1.0,1.0,4.947142857142857,1,1.0,500.0,3,0.7589041095890411,4.0,138,t,Ward 113,Entire rental unit,168
4,1.0,1.0,2.0,4.871428571428572,1,1.0,950.0,2,0.6082191780821918,19.0,11,t,Ward 70,Entire home,66
2,1.0,1.0,1.0,4.934285714285714,1,1.0,955.0,2,0.19726027397260273,37.0,13,t,Ward 100,Entire rental unit,36
3,1.0,2.0,3.0,4.952857142857143,2,1.0,1250.0,14,0.5671232876712329,75.0,3,t,Ward 86,Entire rental unit,84
2,1.0,1.0,2.0,5.0,1,1.0,1250.0,1,0.9671232876712329,17.0,2,f,Ward 105,Entire rental unit,12
2,1.0,1.0,1.0,4.922857142857143,6,1.0,995.0,2,0.9561643835616438,6.0,27,t,Ward 77,Entire rental unit,150
2,1.0,1.0,1.0,4.838571428571429,5,1.0,55.0,2,0.9643835616438357,362.0,17,f,Ward 59,Entire condo,6
5,2.0,2.0,3.0,4.6657142857142855,33,0.96,2500.0,7,0.0821917808219178,81.0,6,t,Ward 74,Entire rental unit,14
8,3.0,3.0,5.0,3.905714285714286,1,1.0,4000.0,2,0.8849315068493151,29.0,3,f,Ward 115,Entire home,18
4,2.0,2.0,2.0,4.814285714285715,1,1.0,3100.0,3,0.989041095890411,24.0,10,t,Ward 115,Entire rental unit,48
2,1.0,1.0,1.0,4.964285714285714,2,1.0,2000.0,7,0.6356164383561644,2203.0,4,t,Ward 64,Entire home,0
2,1.0,0.0,1.0,4.765714285714286,5,1.0,900.0,1,0.7397260273972602,27.0,127,f,Ward 115,Entire rental unit,222
2,1.0,0.0,1.0,5.0,2,0.83,550.0,8,0.6246575342465753,402.0,2,t,Ward 113,Entire rental unit,0
3,1.0,1.0,1.0,4.871428571428572,2,1.0,1100.0,2,0.736986301369863,38.0,10,f,Ward 15,Entire rental unit,30
2,1.0,1.0,1.0,4.765714285714286,83,0.9,960.0,1,0.7095890410958904,27.0,14,f,Ward 115,Entire rental unit,18
1,1.0,1.0,1.0,5.0,2,0.7,723.0,1,0.8849315068493151,43.0,1,f,Ward 77,Private room in home,6
6,2.0,3.0,3.0,4.628571428571428,181,0.99,6000.0,4,0.9616438356164384,11.0,5,f,Ward 115,Entire rental unit,40
2,1.0,0.0,1.0,4.902857142857143,45,0.98,4000.0,3,0.9452054794520548,22.0,40,t,Ward 54,Entire rental unit,30
6,2.0,3.0,3.0,4.4399999999999995,6,0.9,2000.0,2,0.9808219178082191,286.0,12,f,Ward 107,Entire home,6
2,1.0,1.0,1.0,4.619999999999999,42,1.0,1100.0,1,0.9041095890410958,9.0,18,f,Ward 115,Entire rental unit,108
2,1.0,1.0,1.0,4.457142857142857,145,0.99,1377.0,1,0.9205479452054794,207.0,10,f,Ward 115,Entire rental unit,24
2,1.5,1.0,1.0,4.8185714285714285,1,1.0,1200.0,3,0.021917808219178082,64.0,37,f,Ward 77,Entire condo,12
4,2.0,2.0,2.0,4.951428571428571,181,0.99,6000.0,4,0.9287671232876712,18.0,6,f,Ward 54,Entire rental unit,48
16,7.5,8.0,13.0,4.764285714285714,5,1.0,50000.0,3,0.9013698630136986,165.0,60,t,Ward 62,Entire villa,30
2,0.5,1.0,2.0,4.7957142857142845,2,1.0,249.0,1,0.9671232876712329,7.0,30,f,Ward 73,Private room in guest suite,12
2,1.0,0.0,1.0,4.571428571428571,1,1.0,1350.0,30,0.8767123287671232,48.0,2,f,Ward 54,Entire rental unit,120
2,1.0,1.0,1.0,4.9399999999999995,1,1.0,700.0,2,0.7315068493150685,8.0,54,f,Ward 70,Entire guest suite,66
2,1.0,1.0,1.0,4.928571428571429,2,1.0,900.0,1,0.8958904109589041,10.0,4,f,Ward 15,Entire rental unit,24
3,1.0,1.0,2.0,5.0,9,1.0,1553.0,2,0.9315068493150684,80.0,1,f,Ward 55,Entire rental unit,6
2,1.0,1.0,1.0,5.0,4,1.0,700.0,5,0.9753424657534246,33.0,3,t,Ward 77,Private room in home,30
2,1.0,1.0,1.0,4.975714285714285,1,1.0,2800.0,2,0.8712328767123287,19.0,6,f,Ward 115,Entire rental unit,36
3,1.0,1.0,1.0,4.839999999999999,23,1.0,895.0,1,0.684931506849315,8.0,102,t,Ward 57,Entire place,174
2,1.5,1.0,1.0,4.89,1,1.0,815.0,2,0.9262295081967213,2.0,111,f,Ward 77,Entire cottage,132
2,2.0,1.0,1.0,5.0,5,1.0,120.0,2,0.6136986301369863,443.0,3,t,Ward 15,Entire serviced apartment,0
6,3.0,3.0,4.0,5.0,1,1.0,3000.0,5,0.5013698630136987,1902.0,14,f,Ward 64,Entire cottage,0
2,1.0,1.0,1.0,4.928571428571429,2,1.0,1200.0,2,0.8,1168.0,2,t,Ward 23,Entire guest suite,0
2,1.0,0.0,1.0,4.76,1,1.0,990.0,1,0.4849315068493151,5.0,110,t,Ward 115,Entire condo,162
2,1.0,1.0,1.0,4.392857142857143,1,0.9,525.0,5,0.9506849315068493,37.0,4,f,Ward 83,Entire condo,40
6,3.0,3.0,3.0,4.905714285714287,3,1.0,9000.0,1,0.7315068493150685,405.0,3,f,Ward 115,Entire serviced apartment,0
2,1.0,1.0,1.0,4.862857142857143,1,1.0,1000.0,3,0.9671232876712329,109.0,36,t,Ward 115,Entire rental unit,132
4,2.0,2.0,2.0,4.575714285714286,1,0.8,1500.0,2,0.4301369863013699,26.0,38,f,Ward 83,Entire rental unit,90
4,1.5,1.0,3.0,4.807142857142857,7,1.0,1200.0,1,0.28493150684931506,91.0,8,f,Ward 59,Private room in rental unit,12
2,2.0,1.0,1.0,5.0,1,1.0,1900.0,2,0.6410958904109589,37.0,3,f,Ward 69,Entire guesthouse,18
4,1.0,2.0,3.0,4.557142857142858,3,1.0,1150.0,2,0.13424657534246576,8.0,31,f,Ward 83,Entire rental unit,54
4,2.5,2.0,2.0,4.644285714285714,1,1.0,3800.0,2,0.9260273972602739,43.0,108,f,Ward 115,Entire rental unit,72
4,1.0,2.0,2.0,4.664285714285714,1,1.0,2600.0,2,0.9698630136986301,15.0,11,f,Ward 115,Entire rental unit,66
12,5.0,6.0,6.0,4.95,1,1.0,24994.0,3,0.7150684931506849,11.0,48,t,Ward 54,Entire villa,102
5,1.0,2.0,3.0,4.911428571428571,1,1.0,690.0,1,0.4410958904109589,4.0,214,t,Ward 61,Entire loft,216
3,1.0,1.0,1.0,4.692857142857143,2,0.83,450.0,3,0.2219178082191781,18.0,13,t,Ward 2,Entire guest suite,24
2,1.0,1.0,1.0,4.924285714285714,3,1.0,1800.0,1,0.9698630136986301,14.0,45,t,Ward 77,Private room in home,12
4,2.0,2.0,3.0,4.908571428571428,21,1.0,1000.0,3,0.6547945205479452,2.0,79,t,Ward 55,Entire condo,240
2,1.0,1.0,0.0,4.897142857142858,3,1.0,783.0,2,0.8136986301369863,7.0,11,t,Ward 100,Entire rental unit,66
8,4.5,4.0,4.0,5.0,20,1.0,29000.0,4,0.9178082191780822,338.0,6,t,Ward 54,Entire home,8
10,5.0,5.0,5.0,5.0,1,1.0,14500.0,3,0.9780821917808219,43.0,1,f,Ward 23,Entire home,6
2,1.0,1.0,1.0,4.938571428571429,2,1.0,1000.0,1,0.9972602739726028,3.0,95,t,Ward 61,Entire rental unit,240
2,1.0,1.0,1.0,4.797142857142857,4,1.0,1300.0,2,0.10410958904109589,19.0,19,t,Ward 84,Entire guesthouse,36
3,1.0,1.0,1.0,5.0,1,0.9,2600.0,3,0.873972602739726,8.0,5,f,Ward 69,Barn,30
1,1.5,1.0,2.0,4.757142857142857,2,1.0,280.0,1,0.0273972602739726,33.0,226,t,Ward 73,Private room in home,96
6,2.0,3.0,3.0,4.8742857142857146,94,1.0,2929.0,1,0.958904109589041,12.0,9,f,Ward 23,Entire rental unit,30
5,2.0,3.0,3.0,4.142857142857143,2,1.0,2600.0,1,0.7342465753424657,76.0,1,f,Ward 64,Entire home,6
2,1.0,1.0,1.0,4.885714285714285,53,1.0,1597.0,2,0.4931506849315068,18.0,5,t,Ward 115,Entire condo,30
4,2.0,2.0,2.0,4.667142857142857,7,0.91,5000.0,1,0.9506849315068493,70.0,3,f,Ward 54,Room in hotel,18
2,1.0,1.0,1.0,4.8585714285714285,3,0.9,750.0,2,0.6410958904109589,40.0,40,t,Ward 64,Entire guest suite,72
2,1.0,1.0,1.0,4.9799999999999995,1,1.0,680.0,3,0.2054794520547945,75.0,7,f,Ward 64,Entire rental unit,12
4,2.0,2.0,2.0,4.142857142857143,1,0.93,2070.0,2,0.3150684931506849,21.0,1,f,Ward 54,Entire rental unit,6
8,3.5,4.0,5.0,4.885714285714286,2,1.0,9000.0,7,0.3452054794520548,65.0,5,t,Ward 73,Entire villa,14
2,1.0,1.0,1.0,4.978571428571428,2,1.0,495.0,1,0.810958904109589,28.0,88,t,Ward 62,Entire guesthouse,60
3,1.0,1.0,1.0,4.914285714285714,1,1.0,50.0,4,0.9726027397260274,29.0,61,t,Ward 61,Entire guest suite,24
2,1.0,1.0,1.0,4.971428571428571,5,0.67,2950.0,2,0.4191780821917808,339.0,44,f,Ward 54,Entire rental unit,6
2,1.0,1.0,1.0,4.987142857142857,1,1.0,1000.0,5,0.1863013698630137,32.0,22,t,Ward 59,Entire condo,80
1,2.0,1.0,1.0,4.808571428571428,4,1.0,570.0,3,0.2356164383561644,18.0,3,f,Ward 57,Private room in home,18
4,2.0,2.0,2.0,4.8,17,1.0,1800.0,1,0.12602739726027398,35.0,10,t,Ward 77,Entire home,12
2,1.0,1.0,1.0,4.784285714285715,3,1.0,990.0,7,0.5917808219178082,30.0,12,t,Ward 64,Entire guest suite,98
2,1.5,1.0,1.0,5.0,20,1.0,4500.0,5,0.20273972602739726,469.0,1,t,Ward 54,Entire rental unit,0
2,1.0,0.0,1.0,4.432857142857142,49,0.98,1320.0,2,0.9453551912568307,728.0,8,t,Ward 54,Entire rental unit,0
2,1.0,1.0,1.0,4.812857142857142,60,1.0,1850.0,2,0.024657534246575342,135.0,134,t,Ward 115,Entire rental unit,42
6,2.0,3.0,2.0,5.0,1,1.0,4500.0,7,0.7616438356164383,22.0,2,f,Ward 84,Entire home,28
2,1.0,1.0,1.0,4.667142857142857,35,0.98,2040.0,1,0.2547945205479452,101.0,18,f,Ward 115,Entire rental unit,108
12,6.0,6.0,7.0,4.9,11,1.0,16500.0,1,0.6383561643835617,12.0,49,t,Ward 54,Entire home,48
3,1.0,1.0,2.0,5.0,1,1.0,2700.0,3,0.4904109589041096,9.0,3,f,Ward 54,Entire rental unit,18
2,1.0,1.0,1.0,5.0,13,1.0,2250.0,3,0.24383561643835616,9.0,3,f,Ward 77,Entire rental unit,18
2,1.0,1.0,1.0,4.908571428571428,29,1.0,1377.0,2,0.9671232876712329,30.0,52,t,Ward 54,Entire condo,108
2,1.0,1.0,1.0,4.942857142857143,1,0.75,1250.0,3,0.44931506849315067,12.0,72,f,Ward 73,Entire loft,18
2,1.0,1.0,1.0,4.918571428571428,1,1.0,900.0,2,0.8164383561643835,19.0,22,t,Ward 61,Entire rental unit,54
6,3.0,3.0,3.0,4.76,37,1.0,3014.0,1,0.7863013698630137,4.0,327,f,Ward 115,Entire rental unit,255
2,1.0,1.0,1.0,4.965714285714286,101,1.0,2750.0,2,0.7287671232876712,34.0,12,f,Ward 57,Entire rental unit,72
4,2.0,2.0,2.0,4.8428571428571425,4,1.0,2999.0,3,0.5561643835616439,74.0,29,f,Ward 115,Entire serviced apartment,54
2,1.0,1.0,2.0,4.934285714285714,5,1.0,1350.0,1,0.9808219178082191,372.0,32,t,Ward 112,Entire rental unit,0
2,1.0,1.0,1.0,4.880000000000001,29,1.0,1400.0,2,0.9205479452054794,19.0,34,t,Ward 54,Entire rental unit,180
4,2.5,2.0,2.0,4.92,2,1.0,3800.0,7,0.5506849315068493,107.0,14,t,Ward 62,Entire cottage,42
2,1.0,1.0,1.0,4.931428571428571,4,1.0,720.0,2,0.9287671232876712,12.0,25,f,Ward 60,Entire home,96
6,3.0,3.0,3.0,4.742857142857143,35,0.99,4600.0,2,0.8410958904109589,20.0,113,f,Ward 115,Entire rental unit,255
4,1.0,2.0,3.0,4.872857142857143,1,1.0,706.0,3,0.7808219178082192,6.0,149,t,Ward 100,Entire cottage,144
4,1.0,2.0,2.0,4.8185714285714285,1,1.0,750.0,4,0.3150684931506849,76.0,155,f,Ward 77,Entire condo,176
2,1.0,1.0,1.0,4.8100000000000005,2,0.9,900.0,1,0.9616438356164384,48.0,6,f,Ward 58,Private room in rental unit,36
6,4.5,4.0,5.0,4.952857142857143,1,1.0,6000.0,7,0.5835616438356165,77.0,3,f,Ward 59,Entire home,14
2,1.0,1.0,1.0,4.597142857142857,12,1.0,1000.0,1,0.9753424657534246,12.0,22,f,Ward 55,Entire rental unit,42
6,2.5,3.0,3.0,4.714285714285714,3,1.0,1650.0,3,0.7068493150684931,81.0,1,f,Ward 4,Entire home,6
5,2.0,2.0,3.0,4.7457142857142856,1,0.9,1400.0,1,0.9452054794520548,24.0,32,f,Ward 83,Entire home,60
2,1.0,0.0,1.0,4.45,1,1.0,1600.0,2,0.863013698630137,61.0,21,f,Ward 54,Entire rental unit,48
4,2.0,2.0,3.0,4.685714285714285,14,1.0,1475.0,2,0.7945205479452054,17.0,31,t,Ward 107,Entire vacation home,54
4,1.0,2.0,1.0,4.857142857142857,1,1.0,2850.0,5,0.9972602739726028,51.0,1,f,Ward 115,Entire rental unit,10
8,5.0,4.0,4.0,5.0,3,0.9,16000.0,7,0.4657534246575342,80.0,1,t,Ward 74,Entire home,14
8,4.0,4.0,4.0,4.904285714285714,71,1.0,15000.0,3,0.4054794520547945,19.0,36,t,Ward 115,Entire home,168
4,2.0,2.0,3.0,4.8100000000000005,38,1.0,4631.0,2,0.9342465753424658,14.0,12,t,Ward 64,Entire rental unit,72
6,2.0,3.0,4.0,4.872857142857143,1,1.0,5700.0,7,0.821917808219178,69.0,18,f,Ward 69,Entire home,14
4,1.0,2.0,2.0,4.285714285714286,1,1.0,1495.0,2,0.8054794520547945,16.0,13,f,Ward 115,Entire rental unit,78
2,1.0,1.0,1.0,4.752857142857143,2,1.0,890.0,1,0.8821917808219178,14.0,403,f,Ward 61,Entire bungalow,216
10,4.5,5.0,6.0,4.821428571428571,1,0.89,8270.0,1,0.8273972602739726,76.0,4,f,Ward 54,Entire home,24
